date,value,numberOfEntries
"2019-06-06 01:35:00",0.87277,1404
"2019-06-06 01:40:00",0.23891,582
"2019-06-06 01:45:00",0.33401,1763
"2019-06-06 01:50:00",1.81436,1605
"2019-06-06 01:55:00",2.7149,1719
"2019-06-06 02:00:00",1.66138,2533
"2019-06-06 02:05:00",0.0287796,723
"2019-06-06 02:10:00",0.0458776,1065
"2019-06-06 02:15:00",0.0404167,673
"2019-06-06 02:20:00",0.608618,4645
"2019-06-06 02:25:00",0.436459,4881
"2019-06-06 02:30:00",0.227597,4858
"2019-06-06 02:35:00",0.120148,5558
"2019-06-06 02:40:00",0.214779,4996
"2019-06-06 02:45:00",0.173237,4996
"2019-06-06 02:50:00",0.199728,5192
"2019-06-06 02:55:00",0.634616,3478
"2019-06-06 03:00:00",0.0155066,3533
"2019-06-06 03:05:00",0.0171918,3264
"2019-06-06 03:10:00",0.0156874,3537
"2019-06-06 03:15:00",0.01506,745
"2019-06-06 03:20:00",0.0168142,131
"2019-06-06 03:25:00",0.0165236,10
"2019-06-06 03:30:00",0.015301,275
"2019-06-06 03:35:00",0.0138726,48
"2019-06-06 03:40:00",0.0178861,196
"2019-06-06 03:45:00",0.0152097,380
"2019-06-06 03:50:00",0.014924,547
"2019-06-06 03:55:00",0.016438,1116
"2019-06-06 04:00:00",0.0155977,687
"2019-06-06 04:05:00",0.0171227,283
"2019-06-06 04:10:00",0.017413,163
"2019-06-06 04:15:00",0.0167401,360
"2019-06-06 04:20:00",0.0152926,1168
"2019-06-06 04:25:00",0.0163669,184
"2019-06-06 04:30:00",0.0173747,342
"2019-06-06 04:35:00",0.0176563,132
"2019-06-06 04:40:00",0.0144544,28
"2019-06-06 04:45:00",0.0160317,125
"2019-06-06 04:50:00",0.0189799,24
"2019-06-06 04:55:00",0.0177774,109
"2019-06-06 05:00:00",0.0158261,649
"2019-06-06 05:05:00",0.0181041,94
"2019-06-06 05:10:00",0.0192567,129
"2019-06-06 05:15:00",0.0148582,110
"2019-06-06 05:20:00",0.0155402,319
"2019-06-06 05:25:00",0.0164122,164
"2019-06-06 05:30:00",0.0168715,23
"2019-06-06 05:35:00",0.0154948,117
"2019-06-06 05:40:00",0.0164275,30
"2019-06-06 05:45:00",0.0171614,142
"2019-06-06 05:50:00",0.00739289,7
"2019-06-06 05:55:00",0.0170997,125
"2019-06-06 06:00:00",0.0163373,44
"2019-06-06 06:05:00",0.016472,115
"2019-06-06 06:10:00",0.0156032,241
"2019-06-06 06:15:00",0.0185109,169
"2019-06-06 06:20:00",0.016081,108
"2019-06-06 06:25:00",0.0188868,51
"2019-06-06 06:30:00",0.0154319,261
"2019-06-06 06:35:00",0.0173949,50
"2019-06-06 06:40:00",0.0164403,289
"2019-06-06 06:45:00",0.0160822,121
"2019-06-06 06:50:00",0.0176914,508
"2019-06-06 06:55:00",0.0153097,795
"2019-06-06 07:00:00",0.0162888,331
"2019-06-06 07:05:00",0.0158154,66
"2019-06-06 07:10:00",0.0165228,108
"2019-06-06 07:15:00",0.017118,126
"2019-06-06 07:20:00",0.0148126,15
"2019-06-06 07:25:00",0.0165916,107
"2019-06-06 07:30:00",0.0178993,34
"2019-06-06 07:35:00",0.0151795,108
"2019-06-06 07:40:00",0.275579,654
"2019-06-06 07:45:00",0.0164634,150
"2019-06-06 07:50:00",0.0180052,311
"2019-06-06 07:55:00",0.0183284,46
"2019-06-06 08:00:00",0.0161259,202
"2019-06-06 08:05:00",0.0156198,60
"2019-06-06 08:10:00",0.016781,58
"2019-06-06 08:15:00",0.0169993,521
"2019-06-06 08:20:00",0.0196581,87
"2019-06-06 08:25:00",0.0220537,24
"2019-06-06 08:30:00",0.0171748,196
"2019-06-06 08:35:00",0.019182,13
"2019-06-06 08:40:00",0.0167317,197
"2019-06-06 08:45:00",0.0165768,141
"2019-06-06 08:50:00",0.016223,201
"2019-06-06 08:55:00",0.0182454,23
"2019-06-06 09:00:00",0.130354,508
"2019-06-06 09:05:00",0.0183544,51
"2019-06-06 09:10:00",0.356771,2130
"2019-06-06 09:15:00",0.0182699,833
"2019-06-06 09:20:00",0.0156695,794
"2019-06-06 09:25:00",0.0166933,636
"2019-06-06 09:30:00",0.0169982,1089
"2019-06-06 09:35:00",0.0174257,757
"2019-06-06 09:40:00",0.0963019,794
"2019-06-06 09:45:00",0.0180058,916
"2019-06-06 09:50:00",0.018075,957
"2019-06-06 09:55:00",0.0189809,920
"2019-06-06 10:00:00",0.393231,1406
"2019-06-06 10:05:00",0.228906,1328
"2019-06-06 10:10:00",0.270172,1267
"2019-06-06 10:15:00",0.4013,1271
"2019-06-06 10:20:00",0.339945,1237
"2019-06-06 10:25:00",0.468334,1034
"2019-06-06 10:30:00",0.270209,1245
"2019-06-06 10:35:00",0.295511,1148
"2019-06-06 10:40:00",0.112755,1168
"2019-06-06 10:45:00",0.103863,1169
"2019-06-06 10:50:00",0.177353,1297
"2019-06-06 10:55:00",0.344051,1611
"2019-06-06 11:00:00",0.275471,1566
"2019-06-06 11:05:00",0.17206,1215
"2019-06-06 11:10:00",0.106563,1272
"2019-06-06 11:15:00",0.109922,1290
"2019-06-06 11:20:00",0.210646,1435
"2019-06-06 11:25:00",0.358433,1857
"2019-06-06 11:30:00",0.508051,10094
"2019-06-06 11:35:00",0.255243,4243
"2019-06-06 11:40:00",0.196348,3247
"2019-06-06 11:45:00",0.229347,4290
"2019-06-06 11:50:00",0.155404,3036
"2019-06-06 11:55:00",0.0385218,2988
"2019-06-06 12:00:00",0.0512444,2986
"2019-06-06 12:05:00",0.0328887,2989
"2019-06-06 12:10:00",0.0421563,2985
"2019-06-06 12:15:00",0.0302116,2988
"2019-06-06 12:20:00",0.137827,4021
"2019-06-06 12:25:00",0.20536,3163
"2019-06-06 12:30:00",0.0607824,2988
"2019-06-06 12:35:00",0.0508836,2989
"2019-06-06 12:40:00",0.0406418,2987
"2019-06-06 12:45:00",0.0946587,2975
"2019-06-06 12:50:00",0.0199015,2985
"2019-06-06 12:55:00",0.18191,4049
"2019-06-06 13:00:00",0.0159964,2984
"2019-06-06 13:05:00",0.0168993,2986
"2019-06-06 13:10:00",0.0165254,2986
"2019-06-06 13:15:00",0.0243984,2984
"2019-06-06 13:20:00",0.0172398,2985
"2019-06-06 13:25:00",0.0160814,2985
"2019-06-06 13:30:00",0.0155726,2986
"2019-06-06 13:35:00",0.0157409,2986
"2019-06-06 13:40:00",0.0161825,2985
"2019-06-06 13:45:00",0.016853,2983
"2019-06-06 13:50:00",0.0166518,2985
"2019-06-06 13:55:00",0.0169239,2987
"2019-06-06 14:00:00",0.0163068,2984
"2019-06-06 14:05:00",0.333864,3977
"2019-06-06 14:10:00",0.0967294,3303
"2019-06-06 14:15:00",0.680845,5540
"2019-06-06 14:20:00",0.43028,5313
"2019-06-06 14:25:00",0.82163,1241
"2019-06-06 14:30:00",0.131726,1716
"2019-06-06 14:35:00",1.01308,3600
"2019-06-06 14:40:00",0.0473467,1741
"2019-06-06 14:45:00",0.0457561,2240
"2019-06-06 14:50:00",0.0201529,1838
"2019-06-06 14:55:00",0.218361,1964
"2019-06-06 15:00:00",0.0239336,1455
"2019-06-06 15:05:00",0.327444,1161
"2019-06-06 15:10:00",0.0202231,657
"2019-06-06 15:15:00",0.0314228,649
"2019-06-06 15:20:00",0.0228661,581
"2019-06-06 15:25:00",0.0297629,864
"2019-06-06 15:30:00",0.0166111,685
"2019-06-06 15:35:00",0.0161521,479
"2019-06-06 15:40:00",0.500374,1584
"2019-06-06 15:45:00",0.11206,3102
"2019-06-06 15:50:00",0.029891,2988
"2019-06-06 15:55:00",0.0322963,2985
"2019-06-06 16:00:00",0.0320828,2986
"2019-06-06 16:05:00",0.0600941,2985
"2019-06-06 16:10:00",0.0396521,2988
"2019-06-06 16:15:00",0.108881,3013
"2019-06-06 16:20:00",0.0430049,2989
"2019-06-06 16:25:00",0.0306392,2987
"2019-06-06 16:30:00",0.0945638,2987
"2019-06-06 16:35:00",0.0170847,2987
"2019-06-06 16:40:00",0.0177762,2989
"2019-06-06 16:45:00",0.0147783,2989
"2019-06-06 16:50:00",0.100528,2986
"2019-06-06 16:55:00",0.0745961,3576
"2019-06-06 17:00:00",0.037655,3304
"2019-06-06 17:05:00",0.355507,2452
"2019-06-06 17:10:00",0.0470842,3698
"2019-06-06 17:15:00",0.100008,1531
"2019-06-06 17:20:00",0.56581,4536
"2019-06-06 17:25:00",0.190104,1632
"2019-06-06 17:30:00",0.136807,740
"2019-06-06 17:35:00",0.351402,242
"2019-06-06 17:40:00",0.0158493,412
"2019-06-06 17:45:00",2.00677,2128
"2019-06-06 17:50:00",4.23696,1406
"2019-06-06 17:55:00",0.642541,2989
"2019-06-06 18:00:00",0.12476,2652
"2019-06-06 18:05:00",0.101947,2953
"2019-06-06 18:10:00",0.0270857,254
"2019-06-06 18:15:00",0.0422607,252
"2019-06-06 18:20:00",0.318093,1758
"2019-06-06 18:25:00",0.0384117,1124
"2019-06-06 18:30:00",1.55578,1977
"2019-06-06 18:35:00",3.66817,842
"2019-06-06 18:40:00",2.83678,2562
"2019-06-06 18:45:00",1.34718,1782
"2019-06-06 18:50:00",2.19151,2532
"2019-06-06 18:55:00",0.931164,1785
"2019-06-06 19:00:00",0.561236,1673
"2019-06-06 19:05:00",0.0609878,630
"2019-06-06 19:10:00",0.0358992,320
"2019-06-06 19:15:00",0.0192381,178
"2019-06-06 19:20:00",0.0334597,743
"2019-06-06 19:25:00",0.0242035,1108
"2019-06-06 19:30:00",0.0275503,367
"2019-06-06 19:35:00",0.0392683,232
"2019-06-06 19:40:00",0.029562,825
"2019-06-06 19:45:00",0.0433562,272
"2019-06-06 19:50:00",0.0275233,98
"2019-06-06 19:55:00",0.0516527,562
"2019-06-06 20:00:00",0.027216,458
"2019-06-06 20:05:00",0.0231325,467
"2019-06-06 20:10:00",0.039598,163
"2019-06-06 20:15:00",0.0341566,115
"2019-06-06 20:20:00",0.232103,111
"2019-06-06 20:25:00",0.019284,283
"2019-06-06 20:30:00",0.0179354,45
"2019-06-06 20:35:00",0.26714,119
"2019-06-06 20:40:00",1.70663,1667
"2019-06-06 20:45:00",0.863532,3232
"2019-06-06 20:50:00",0.603915,1617
"2019-06-06 20:55:00",0.576428,1718
"2019-06-06 21:00:00",0.57418,1566
"2019-06-06 21:05:00",0.60919,2590
"2019-06-06 21:10:00",0.401825,1064
"2019-06-06 21:15:00",1.36444,1716
"2019-06-06 21:20:00",4.50476,1543
"2019-06-06 21:25:00",0.957534,3807
"2019-06-06 21:30:00",0.162727,3256
"2019-06-06 21:35:00",0.0207402,1306
"2019-06-06 21:40:00",0.0411551,591
"2019-06-06 21:45:00",0.0200561,643
"2019-06-06 21:50:00",0.0333255,835
"2019-06-06 21:55:00",0.0278166,551
"2019-06-06 22:00:00",0.0291634,882
"2019-06-06 22:05:00",0.017771,694
"2019-06-06 22:10:00",0.538824,2606
"2019-06-06 22:15:00",0.0175983,2988
"2019-06-06 22:20:00",0.0171298,1222
"2019-06-06 22:25:00",0.0180925,853
"2019-06-06 22:30:00",0.0162488,1058
"2019-06-06 22:35:00",0.0168116,1094
"2019-06-06 22:40:00",0.0161311,1436
"2019-06-06 22:45:00",0.016526,1190
"2019-06-06 22:50:00",0.0161189,883
"2019-06-06 22:55:00",0.0166268,656
"2019-06-06 23:00:00",0.0161948,1322
"2019-06-06 23:05:00",0.015988,1332
"2019-06-06 23:10:00",0.0164249,1160
"2019-06-06 23:15:00",0.0179232,2060
"2019-06-06 23:20:00",0.325796,7007
"2019-06-06 23:25:00",0.137062,5519
"2019-06-06 23:30:00",0.0185367,5437
"2019-06-06 23:35:00",0.0252613,4981
"2019-06-06 23:40:00",0.0240778,4983
"2019-06-06 23:45:00",0.134094,4981
"2019-06-06 23:50:00",0.160422,4983
"2019-06-06 23:55:00",0.534914,6496
"2019-06-07 00:00:00",0.415518,10513
"2019-06-07 00:05:00",0.138105,9939
"2019-06-07 00:10:00",0.209467,10795
"2019-06-07 00:15:00",0.185728,9915
"2019-06-07 00:20:00",0.0714301,9927
"2019-06-07 00:25:00",0.31973,9906
"2019-06-07 00:30:00",0.331075,7113
"2019-06-07 00:35:00",0.283166,1363
"2019-06-07 00:40:00",0.0158826,809
"2019-06-07 00:45:00",0.0181844,514
"2019-06-07 00:50:00",0.0179316,319
"2019-06-07 00:55:00",0.0155757,670
"2019-06-07 01:00:00",0.0159849,508
"2019-06-07 01:05:00",0.0156469,350
"2019-06-07 01:10:00",0.015022,704
"2019-06-07 01:15:00",0.0164618,531
"2019-06-07 01:20:00",0.0145678,652
"2019-06-07 01:25:00",0.0156838,618
"2019-06-07 01:30:00",0.0152779,487
"2019-06-07 01:35:00",0.0162667,2154
"2019-06-07 01:40:00",0.0150463,496
"2019-06-07 01:45:00",0.0160856,695
"2019-06-07 01:50:00",0.0138423,378
"2019-06-07 01:55:00",0.015834,341
"2019-06-07 02:00:00",0.0146065,469
"2019-06-07 02:05:00",0.0148112,491
"2019-06-07 02:10:00",0.0147383,605
"2019-06-07 02:15:00",0.014452,684
"2019-06-07 02:20:00",0.0139898,404
"2019-06-07 02:25:00",0.0175283,462
"2019-06-07 02:30:00",0.0170915,1182
"2019-06-07 02:35:00",0.0185311,633
"2019-06-07 02:40:00",0.0179339,312
"2019-06-07 02:45:00",0.0172102,452
"2019-06-07 02:50:00",0.0172656,441
"2019-06-07 02:55:00",0.0166537,498
"2019-06-07 03:00:00",0.0174766,562
"2019-06-07 03:05:00",0.0175625,568
"2019-06-07 03:10:00",0.0175581,528
"2019-06-07 03:15:00",0.0174182,624
"2019-06-07 03:20:00",0.0166037,492
"2019-06-07 03:25:00",0.0183055,378
"2019-06-07 03:30:00",0.0158653,490
"2019-06-07 03:35:00",0.0157105,574
"2019-06-07 03:40:00",0.0147208,411
"2019-06-07 03:45:00",0.0159687,506
"2019-06-07 03:50:00",0.0161844,327
"2019-06-07 03:55:00",0.0155412,728
"2019-06-07 04:00:00",0.0174163,510
"2019-06-07 04:05:00",0.0158427,664
"2019-06-07 04:10:00",0.0151903,260
"2019-06-07 04:15:00",0.0158689,303
"2019-06-07 04:20:00",0.0173772,216
"2019-06-07 04:25:00",0.0162282,990
"2019-06-07 04:30:00",0.0167183,370
"2019-06-07 04:35:00",0.016536,478
"2019-06-07 04:40:00",0.014976,188
"2019-06-07 04:45:00",0.0150246,349
"2019-06-07 04:50:00",0.0163579,286
"2019-06-07 04:55:00",0.0149602,163
"2019-06-07 05:00:00",0.0161309,237
"2019-06-07 05:05:00",0.0150053,163
"2019-06-07 05:10:00",0.0149075,289
"2019-06-07 05:15:00",0.0141367,204
"2019-06-07 05:20:00",0.014317,343
"2019-06-07 05:25:00",0.0139872,200
"2019-06-07 05:30:00",0.014214,341
"2019-06-07 05:35:00",0.0145909,406
"2019-06-07 05:40:00",0.0145249,272
"2019-06-07 05:45:00",0.0151122,307
"2019-06-07 05:50:00",0.0162163,185
"2019-06-07 05:55:00",0.0142207,288
"2019-06-07 06:00:00",0.015031,108
"2019-06-07 06:05:00",0.0134867,177
"2019-06-07 06:10:00",0.0142479,189
"2019-06-07 06:15:00",0.0149523,314
"2019-06-07 06:20:00",0.0148614,271
"2019-06-07 06:25:00",0.014901,352
"2019-06-07 06:30:00",0.0150261,283
"2019-06-07 06:35:00",0.0148156,145
"2019-06-07 06:40:00",0.015141,349
"2019-06-07 06:45:00",0.01527,122
"2019-06-07 06:50:00",0.0143317,267
"2019-06-07 06:55:00",0.0154328,187
"2019-06-07 07:00:00",0.0137665,312
"2019-06-07 07:05:00",0.015544,190
"2019-06-07 07:10:00",0.0173012,78
"2019-06-07 07:15:00",0.0149072,1067
"2019-06-07 07:20:00",0.0148835,381
"2019-06-07 07:25:00",0.0144755,246
"2019-06-07 07:30:00",0.324673,952
"2019-06-07 07:35:00",0.0202298,205
"2019-06-07 07:40:00",0.353736,685
"2019-06-07 07:45:00",0.12304,1614
"2019-06-07 07:50:00",0.0181894,415
"2019-06-07 07:55:00",0.0158872,225
"2019-06-07 08:00:00",0.0148821,331
"2019-06-07 08:05:00",0.0154328,446
"2019-06-07 08:10:00",0.0155687,253
"2019-06-07 08:15:00",0.0163282,343
"2019-06-07 08:20:00",0.0157808,378
"2019-06-07 08:25:00",0.0162765,183
"2019-06-07 08:30:00",0.017758,661
"2019-06-07 08:35:00",0.0183033,196
"2019-06-07 08:40:00",0.0180646,708
"2019-06-07 08:45:00",0.328899,891
"2019-06-07 08:50:00",0.0142579,2981
"2019-06-07 08:55:00",0.0117565,2984
"2019-06-07 09:00:00",0.0178577,2985
"2019-06-07 09:05:00",0.116351,2993
"2019-06-07 09:10:00",0.124511,2988
"2019-06-07 09:15:00",0.0111517,2986
"2019-06-07 09:20:00",0.46137,1269
"2019-06-07 09:25:00",0.0143423,607
"2019-06-07 09:30:00",0.0992357,532
"2019-06-07 09:35:00",0.0291937,491
"2019-06-07 09:40:00",0.155214,1901
"2019-06-07 09:45:00",0.367466,2295
"2019-06-07 09:50:00",0.326264,2108
"2019-06-07 09:55:00",0.0306925,1406
"2019-06-07 10:00:00",0.240095,1443
"2019-06-07 10:05:00",0.0866065,1776
"2019-06-07 10:10:00",0.0326591,1181
"2019-06-07 10:15:00",0.444716,2075
"2019-06-07 10:20:00",0.175951,1878
"2019-06-07 10:25:00",0.0660678,2896
"2019-06-07 10:35:00",0.687575,1051
"2019-06-07 10:40:00",0.394922,4902
"2019-06-07 10:45:00",0.293713,3819
"2019-06-07 10:50:00",0.199441,3000
"2019-06-07 10:55:00",0.0265898,3430
"2019-06-07 11:00:00",0.0253473,2975
"2019-06-07 11:05:00",0.169907,2979
"2019-06-07 11:10:00",0.0155886,2498
"2019-06-07 11:15:00",0.0169495,2499
"2019-06-07 11:20:00",0.0168635,788
"2019-06-07 11:25:00",0.0163601,570
"2019-06-07 11:30:00",0.0299681,521
"2019-06-07 11:35:00",0.0163029,428
"2019-06-07 11:40:00",0.0281912,515
"2019-06-07 11:45:00",0.0159999,312
"2019-06-07 11:50:00",0.0411242,364
"2019-06-07 11:55:00",0.240319,279
"2019-06-07 12:00:00",1.14532,1460
"2019-06-07 12:05:00",0.947149,1995
"2019-06-07 12:10:00",1.98736,2027
"2019-06-07 12:15:00",1.25075,2294
"2019-06-07 12:20:00",1.84704,3781
"2019-06-07 12:25:00",0.531605,3537
"2019-06-07 12:30:00",0.309286,3797
"2019-06-07 12:35:00",0.641878,3804
"2019-06-07 12:40:00",1.30564,3827
"2019-06-07 12:45:00",0.337458,3959
"2019-06-07 12:50:00",0.540237,7856
"2019-06-07 12:55:00",0.324251,10190
"2019-06-07 13:00:00",0.384054,10397
"2019-06-07 13:05:00",0.25691,10334
"2019-06-07 13:10:00",0.306658,12480
"2019-06-07 13:15:00",0.157975,12196
"2019-06-07 13:20:00",0.180978,12410
"2019-06-07 13:25:00",0.13628,10049
"2019-06-07 13:30:00",0.211636,11491
"2019-06-07 13:35:00",0.276457,11052
"2019-06-07 13:40:00",0.184612,9975
"2019-06-07 13:45:00",0.149079,10169
"2019-06-07 13:50:00",0.168532,10061
"2019-06-07 13:55:00",0.386045,11148
"2019-06-07 14:00:00",0.0933725,10044
"2019-06-07 14:05:00",0.327409,10199
"2019-06-07 14:10:00",0.293924,12244
"2019-06-07 14:15:00",0.21448,10280
"2019-06-07 14:20:00",0.243148,11615
"2019-06-07 14:25:00",0.0613179,10166
"2019-06-07 14:30:00",0.27642,11023
"2019-06-07 14:35:00",0.299485,10535
"2019-06-07 14:40:00",0.448152,10938
"2019-06-07 14:45:00",0.190394,10028
"2019-06-07 14:50:00",0.250371,11154
"2019-06-07 14:55:00",0.313367,11173
"2019-06-07 15:00:00",0.483029,11412
"2019-06-07 15:05:00",0.729013,10028
"2019-06-07 15:10:00",0.0400027,9928
"2019-06-07 15:15:00",0.209591,10134
"2019-06-07 15:20:00",0.0821582,10128
"2019-06-07 15:25:00",0.320785,10155
"2019-06-07 15:30:00",0.171002,10182
"2019-06-07 15:35:00",0.178406,10164
"2019-06-07 15:40:00",0.181526,10150
"2019-06-07 15:45:00",0.196868,10079
"2019-06-07 15:50:00",0.125034,10147
"2019-06-07 15:55:00",0.158209,10001
"2019-06-07 16:00:00",0.198545,10559
"2019-06-07 16:05:00",0.0549738,10412
"2019-06-07 16:10:00",0.312611,11147
"2019-06-07 16:15:00",0.274062,11328
"2019-06-07 16:20:00",0.801332,10088
"2019-06-07 16:25:00",0.870169,9687
"2019-06-07 16:30:00",1.19964,2329
"2019-06-07 16:35:00",1.01813,5866
"2019-06-07 16:40:00",1.42331,6424
"2019-06-07 16:45:00",1.50378,5295
"2019-06-07 16:50:00",1.60073,2625
"2019-06-07 16:55:00",1.73975,3498
"2019-06-07 17:00:00",2.43451,1110
"2019-06-07 17:05:00",1.43968,1553
"2019-06-07 17:10:00",0.561037,817
"2019-06-07 17:15:00",0.724872,2215
"2019-06-07 17:20:00",0.0198998,570
"2019-06-07 17:25:00",1.2011,550
"2019-06-07 17:30:00",0.0260775,367
"2019-06-07 17:35:00",0.0127936,677
"2019-06-07 17:40:00",0.0288091,198
"2019-06-07 17:45:00",0.0243414,225
"2019-06-07 17:50:00",0.30902,1896
"2019-06-07 17:55:00",0.757718,2171
"2019-06-07 18:00:00",0.0204631,1139
"2019-06-07 18:05:00",0.019254,980
"2019-06-07 18:10:00",0.0196787,882
"2019-06-07 18:15:00",0.0165623,555
"2019-06-07 18:20:00",0.0197676,294
"2019-06-07 18:25:00",0.0169921,111
"2019-06-07 18:30:00",0.0184906,129
"2019-06-07 18:35:00",0.0174875,109
"2019-06-07 18:40:00",0.0184654,233
"2019-06-07 18:45:00",0.324268,261
"2019-06-07 18:50:00",0.198053,170
"2019-06-07 18:55:00",0.189185,285
"2019-06-07 19:00:00",0.278378,106
"2019-06-07 19:05:00",0.169368,140
"2019-06-07 19:10:00",0.0637302,576
"2019-06-07 19:15:00",0.262449,1792
"2019-06-07 19:20:00",0.0537635,451
"2019-06-07 19:25:00",0.0776705,553
"2019-06-07 19:30:00",0.512975,320
"2019-06-07 19:35:00",0.0166995,43
"2019-06-07 19:40:00",0.0271388,356
"2019-06-07 19:45:00",0.0210481,142
"2019-06-07 19:50:00",0.0294903,201
"2019-06-07 19:55:00",0.0197541,583
"2019-06-07 20:00:00",0.0188126,892
"2019-06-07 20:05:00",0.023944,179
"2019-06-07 20:10:00",0.745834,953
"2019-06-07 20:15:00",0.782597,1424
"2019-06-07 20:20:00",0.964782,2127
"2019-06-07 20:25:00",0.787637,1259
"2019-06-07 20:30:00",0.318646,1504
"2019-06-07 20:35:00",0.248419,1019
"2019-06-07 20:40:00",3.68649,1204
"2019-06-07 20:45:00",1.85631,4181
"2019-06-07 20:50:00",1.28664,1965
"2019-06-07 20:55:00",1.63166,2751
"2019-06-07 21:00:00",2.0267,3734
"2019-06-07 21:05:00",2.63184,2696
"2019-06-07 21:10:00",2.23418,2878
"2019-06-07 21:15:00",2.60638,1925
"2019-06-07 21:20:00",0.86195,2574
"2019-06-07 21:25:00",0.0161339,1911
"2019-06-07 21:30:00",0.315305,1591
"2019-06-07 21:35:00",0.0182357,210
"2019-06-07 21:40:00",0.0178668,266
"2019-06-07 21:45:00",0.0185454,176
"2019-06-07 21:50:00",0.017122,59
"2019-06-07 21:55:00",0.0160909,207
"2019-06-07 22:00:00",0.0151532,190
"2019-06-07 22:05:00",0.0147567,14
"2019-06-07 22:10:00",0.620219,587
"2019-06-07 22:15:00",0.0445517,446
"2019-06-07 22:20:00",0.692912,220
"2019-06-07 22:25:00",0.864636,1671
"2019-06-07 22:30:00",3.21661,879
"2019-06-07 22:35:00",2.26987,1895
"2019-06-07 22:40:00",0.663173,918
"2019-06-07 22:45:00",0.658591,1947
"2019-06-07 22:50:00",0.775027,1583
"2019-06-07 22:55:00",0.666976,1979
"2019-06-07 23:00:00",0.754676,3354
"2019-06-07 23:05:00",0.73393,2553
"2019-06-07 23:10:00",0.350759,4216
"2019-06-07 23:15:00",0.379294,982
"2019-06-07 23:20:00",0.32343,1947
"2019-06-07 23:25:00",0.355482,3625
"2019-06-07 23:30:00",0.341566,1131
"2019-06-07 23:35:00",0.610842,6621
"2019-06-07 23:40:00",1.69946,1220
"2019-06-07 23:45:00",2.03409,559
"2019-06-07 23:50:00",2.00931,915
"2019-06-07 23:55:00",1.52873,728
"2019-06-08 00:00:00",0.0192893,870
"2019-06-08 00:05:00",0.0163183,1423
"2019-06-08 00:10:00",0.0190062,182
"2019-06-08 00:15:00",0.0148196,160
"2019-06-08 00:20:00",0.0255319,17
"2019-06-08 00:25:00",0.0205248,158
"2019-06-08 00:30:00",0.0186151,99
"2019-06-08 00:35:00",0.015789,246
"2019-06-08 00:40:00",0.0186698,953
"2019-06-08 00:45:00",0.023898,122
"2019-06-08 00:50:00",0.0245205,26
"2019-06-08 00:55:00",0.0171124,122
"2019-06-08 01:00:00",0.016144,244
"2019-06-08 01:05:00",0.0151158,167
"2019-06-08 01:10:00",0.0182652,124
"2019-06-08 01:15:00",0.017786,118
"2019-06-08 01:20:00",0.0167683,142
"2019-06-08 01:25:00",0.708623,19
"2019-06-08 01:30:00",0.0167415,228
"2019-06-08 01:35:00",0.0334943,673
"2019-06-08 01:40:00",0.0178241,143
"2019-06-08 01:45:00",0.285232,1158
"2019-06-08 01:50:00",0.458523,2984
"2019-06-08 01:55:00",0.0192927,565
"2019-06-08 02:00:00",0.0152097,98
"2019-06-08 02:05:00",0.014143,417
"2019-06-08 02:10:00",0.0162434,352
"2019-06-08 02:15:00",0.0159639,735
"2019-06-08 02:20:00",0.0143371,224
"2019-06-08 02:25:00",0.0159921,115
"2019-06-08 02:30:00",0.0153542,295
"2019-06-08 02:35:00",0.0156497,184
"2019-06-08 02:40:00",0.0914656,190
"2019-06-08 02:45:00",0.014234,133
"2019-06-08 02:50:00",1.0195,621
"2019-06-08 02:55:00",0.0155767,216
"2019-06-08 03:00:00",0.0148159,282
"2019-06-08 03:05:00",0.0151602,131
"2019-06-08 03:10:00",0.0260065,304
"2019-06-08 03:15:00",0.015488,130
"2019-06-08 03:20:00",0.0168541,129
"2019-06-08 03:25:00",0.0152477,144
"2019-06-08 03:30:00",0.0172388,120
"2019-06-08 03:35:00",0.0147173,227
"2019-06-08 03:40:00",0.0138385,161
"2019-06-08 03:45:00",0.013586,239
"2019-06-08 03:50:00",0.0155813,120
"2019-06-08 03:55:00",0.014113,94
"2019-06-08 04:00:00",0.0151484,402
"2019-06-08 04:05:00",0.0167107,108
"2019-06-08 04:10:00",0.0160352,219
"2019-06-08 04:15:00",0.0143236,177
"2019-06-08 04:20:00",0.0145891,122
"2019-06-08 04:25:00",0.0151117,290
"2019-06-08 04:30:00",0.0128864,85
"2019-06-08 04:35:00",0.016659,121
"2019-06-08 04:40:00",0.0142802,156
"2019-06-08 04:45:00",0.012604,103
"2019-06-08 04:50:00",0.01357,13
"2019-06-08 04:55:00",0.0159452,669
"2019-06-08 05:00:00",0.0142559,8
"2019-06-08 05:05:00",0.0166798,120
"2019-06-08 05:10:00",0.0150288,36
"2019-06-08 05:15:00",0.0151588,106
"2019-06-08 05:20:00",0.0161658,116
"2019-06-08 05:25:00",0.0210265,11
"2019-06-08 05:30:00",0.0143872,101
"2019-06-08 05:35:00",0.015268,31
"2019-06-08 05:40:00",0.0131286,127
"2019-06-08 05:50:00",0.0161964,120
"2019-06-08 05:55:00",0.024447,20
"2019-06-08 06:00:00",0.0142266,93
"2019-06-08 06:05:00",0.0397353,408
"2019-06-08 06:10:00",0.068599,161
"2019-06-08 06:15:00",0.0146177,122
"2019-06-08 06:20:00",0.012244,15
"2019-06-08 06:25:00",0.0157064,105
"2019-06-08 06:35:00",0.0128256,138
"2019-06-08 06:40:00",0.0174184,14
