date,value,numberOfEntries
"2019-06-03 20:20:00",0.0618538,4994
"2019-06-03 20:25:00",0.0159652,4994
"2019-06-03 20:30:00",0.0170024,4994
"2019-06-03 20:35:00",0.251869,5121
"2019-06-03 20:40:00",0.0244955,2997
"2019-06-03 20:45:00",0.0217121,2997
"2019-06-03 20:50:00",0.148437,3169
"2019-06-03 20:55:00",0.0184252,2997
"2019-06-03 21:00:00",0.0186422,2997
"2019-06-03 21:05:00",0.0194671,2997
"2019-06-03 21:10:00",0.14543,3067
"2019-06-03 21:15:00",0.0216705,2997
"2019-06-03 21:20:00",0.0227064,2998
"2019-06-03 21:25:00",0.0280982,2997
"2019-06-03 21:30:00",0.222758,4486
"2019-06-03 21:35:00",0.0193502,2997
"2019-06-03 21:40:00",0.0185827,2997
"2019-06-03 21:45:00",0.0165876,2996
"2019-06-03 21:50:00",0.0169115,2997
"2019-06-03 21:55:00",0.0167032,2996
"2019-06-03 22:00:00",0.0726507,3032
"2019-06-03 22:05:00",0.294335,4056
"2019-06-03 22:10:00",0.0184195,2994
"2019-06-03 22:15:00",0.0177877,2997
"2019-06-03 22:20:00",0.0178636,2998
"2019-06-03 22:25:00",0.109045,3596
"2019-06-03 22:30:00",0.0165277,3314
"2019-06-03 22:35:00",0.0170591,2997
"2019-06-03 22:40:00",0.0165551,3569
"2019-06-03 22:45:00",0.0167536,2997
"2019-06-03 22:50:00",0.0169143,2997
"2019-06-03 22:55:00",0.0162907,2998
"2019-06-03 23:00:00",0.0169745,2998
"2019-06-03 23:05:00",0.016755,2997
"2019-06-03 23:10:00",0.0170221,2998
"2019-06-03 23:15:00",0.0174551,2997
"2019-06-03 23:20:00",0.562685,4530
"2019-06-03 23:25:00",0.0341321,2909
"2019-06-03 23:30:00",0.0175395,258
"2019-06-03 23:35:00",0.27166,4024
"2019-06-03 23:40:00",0.0557548,4969
"2019-06-03 23:45:00",0.345828,5314
"2019-06-03 23:50:00",0.179304,6105
"2019-06-03 23:55:00",0.0619338,11375
"2019-06-04 00:00:00",0.0380502,15514
"2019-06-04 00:05:00",0.0532885,14959
"2019-06-04 00:10:00",0.0416123,14948
"2019-06-04 00:15:00",0.0328464,14946
"2019-06-04 00:20:00",0.0410163,14959
"2019-06-04 00:25:00",0.0205365,14952
"2019-06-04 00:30:00",0.0189106,14951
"2019-06-04 00:35:00",0.0186872,14950
"2019-06-04 00:40:00",0.0189882,14952
"2019-06-04 00:45:00",0.0203941,14952
"2019-06-04 00:50:00",0.0203984,14949
"2019-06-04 00:55:00",0.0202667,14952
"2019-06-04 01:00:00",0.0443613,7544
"2019-06-04 01:05:00",0.0170964,922
"2019-06-04 01:10:00",0.0165245,799
"2019-06-04 01:15:00",0.0171003,1086
"2019-06-04 01:20:00",0.0174249,897
"2019-06-04 01:25:00",0.0179356,1016
"2019-06-04 01:30:00",0.0165252,979
"2019-06-04 01:35:00",0.0161374,1190
"2019-06-04 01:40:00",0.0163116,1443
"2019-06-04 01:45:00",0.0170297,1269
"2019-06-04 01:50:00",0.017453,742
"2019-06-04 01:55:00",0.0866776,811
"2019-06-04 02:00:00",0.017275,912
"2019-06-04 02:05:00",0.0170482,1318
"2019-06-04 02:10:00",0.0177695,827
"2019-06-04 02:15:00",0.0176528,878
"2019-06-04 02:20:00",0.0179648,709
"2019-06-04 02:25:00",0.01766,787
"2019-06-04 02:30:00",0.019069,898
"2019-06-04 02:35:00",0.0178621,787
"2019-06-04 02:40:00",0.0184654,666
"2019-06-04 02:45:00",0.0180428,709
"2019-06-04 02:50:00",0.0189199,789
"2019-06-04 02:55:00",0.0176932,1355
"2019-06-04 03:00:00",0.0195617,745
"2019-06-04 03:05:00",0.0186681,806
"2019-06-04 03:10:00",0.0199127,663
"2019-06-04 03:15:00",0.0198007,825
"2019-06-04 03:20:00",0.0186953,863
"2019-06-04 03:25:00",0.0183569,742
"2019-06-04 03:30:00",0.0191659,837
"2019-06-04 03:35:00",0.0193025,683
"2019-06-04 03:40:00",0.0190354,771
"2019-06-04 03:45:00",0.0198341,776
"2019-06-04 03:50:00",0.0192533,806
"2019-06-04 03:55:00",0.0186293,727
"2019-06-04 04:00:00",0.0203248,826
"2019-06-04 04:05:00",0.0192826,811
"2019-06-04 04:10:00",0.0187722,763
"2019-06-04 04:15:00",0.0196719,866
"2019-06-04 04:20:00",0.019494,663
"2019-06-04 04:25:00",0.0183438,754
"2019-06-04 04:30:00",0.0193611,691
"2019-06-04 04:35:00",0.0181458,910
"2019-06-04 04:40:00",0.0193519,622
"2019-06-04 04:45:00",0.0206994,784
"2019-06-04 04:50:00",0.0211063,865
"2019-06-04 04:55:00",0.0187383,1329
"2019-06-04 05:00:00",0.0207721,780
"2019-06-04 05:05:00",0.0200102,822
"2019-06-04 05:10:00",0.0187526,727
"2019-06-04 05:15:00",0.019153,763
"2019-06-04 05:20:00",0.0196608,849
"2019-06-04 05:25:00",0.0190282,679
"2019-06-04 05:30:00",0.0204323,779
"2019-06-04 05:35:00",0.0238393,630
"2019-06-04 05:40:00",0.0253281,831
"2019-06-04 05:45:00",0.0251449,668
"2019-06-04 05:50:00",0.025361,892
"2019-06-04 05:55:00",0.0234482,671
"2019-06-04 06:00:00",0.0252966,805
"2019-06-04 06:05:00",0.0205692,798
"2019-06-04 06:10:00",0.0255082,675
"2019-06-04 06:15:00",0.024825,806
"2019-06-04 06:20:00",0.0252331,778
"2019-06-04 06:25:00",0.0234691,773
"2019-06-04 06:30:00",0.025516,670
"2019-06-04 06:35:00",0.0256401,827
"2019-06-04 06:40:00",0.0247254,725
"2019-06-04 06:45:00",0.320071,1494
"2019-06-04 06:50:00",0.01734,582
"2019-06-04 06:55:00",0.0180322,1283
"2019-06-04 07:00:00",0.0186244,1084
"2019-06-04 07:05:00",0.0172273,1137
"2019-06-04 07:10:00",0.0177697,1052
"2019-06-04 07:15:00",0.017415,1051
"2019-06-04 07:20:00",0.0156534,850
"2019-06-04 07:25:00",0.0166299,1570
"2019-06-04 07:30:00",0.134626,1326
"2019-06-04 07:35:00",0.016331,226
"2019-06-04 07:40:00",0.227752,1456
"2019-06-04 07:45:00",0.0188108,1515
"2019-06-04 07:50:00",0.141578,1964
"2019-06-04 07:55:00",0.0201551,617
"2019-06-04 08:00:00",0.21256,1025
"2019-06-04 08:05:00",0.019877,257
"2019-06-04 08:10:00",0.109886,1735
"2019-06-04 08:15:00",0.0232723,935
"2019-06-04 08:20:00",0.229963,1412
"2019-06-04 08:25:00",0.021401,430
"2019-06-04 08:30:00",0.122731,1478
"2019-06-04 08:35:00",0.0197589,1970
"2019-06-04 08:40:00",0.17419,2866
"2019-06-04 08:45:00",0.0168753,2561
"2019-06-04 08:50:00",0.376744,4540
"2019-06-04 08:55:00",0.0183283,3584
"2019-06-04 09:00:00",0.167163,2998
"2019-06-04 09:05:00",0.490817,3402
"2019-06-04 09:10:00",0.988334,2667
"2019-06-04 09:15:00",0.183624,2572
"2019-06-04 09:20:00",0.274897,4739
"2019-06-04 09:25:00",0.51033,4705
"2019-06-04 09:30:00",0.317717,4919
"2019-06-04 09:35:00",0.344713,3908
"2019-06-04 09:40:00",0.0922294,5184
"2019-06-04 09:45:00",0.458805,3153
"2019-06-04 09:50:00",1.02829,1656
"2019-06-04 09:55:00",0.850579,8477
"2019-06-04 10:00:00",0.394085,2267
"2019-06-04 10:05:00",0.125105,1048
"2019-06-04 10:10:00",0.274748,375
"2019-06-04 10:15:00",0.443023,1233
"2019-06-04 10:20:00",0.0431364,591
"2019-06-04 10:25:00",0.0509478,89
"2019-06-04 10:30:00",0.0414678,423
"2019-06-04 10:35:00",0.0628668,161
"2019-06-04 10:40:00",0.0409231,76
"2019-06-04 10:45:00",0.0491886,126
"2019-06-04 10:50:00",1.03629,1894
"2019-06-04 10:55:00",0.244464,1543
"2019-06-04 11:00:00",0.234104,1408
"2019-06-04 11:05:00",0.956684,2930
"2019-06-04 11:10:00",1.20812,3398
"2019-06-04 11:15:00",0.627808,1561
"2019-06-04 11:20:00",0.0403147,1138
"2019-06-04 11:25:00",0.029385,795
"2019-06-04 11:30:00",0.409926,1299
"2019-06-04 11:35:00",0.494357,1861
"2019-06-04 11:40:00",0.413159,4168
"2019-06-04 11:45:00",0.375997,7945
"2019-06-04 11:50:00",0.405566,4347
"2019-06-04 11:55:00",0.193281,1538
"2019-06-04 12:00:00",0.0624315,4983
"2019-06-04 12:05:00",0.304564,3177
"2019-06-04 12:10:00",0.528548,3545
"2019-06-04 12:15:00",0.368051,2799
"2019-06-04 12:20:00",0.688437,2152
"2019-06-04 12:25:00",0.375164,2492
"2019-06-04 12:30:00",0.0252842,1145
"2019-06-04 12:35:00",0.0239996,1346
"2019-06-04 12:40:00",0.0256899,1127
"2019-06-04 12:45:00",0.0250988,1042
"2019-06-04 12:50:00",0.0199132,1054
"2019-06-04 12:55:00",0.02343,479
"2019-06-04 13:00:00",0.356091,2882
"2019-06-04 13:05:00",0.0250229,2829
"2019-06-04 13:10:00",0.0265842,1263
"2019-06-04 13:15:00",0.0199487,746
"2019-06-04 13:20:00",0.0195017,424
"2019-06-04 13:25:00",0.0195666,2092
"2019-06-04 13:30:00",0.0319891,1750
"2019-06-04 13:35:00",0.0185739,1964
"2019-06-04 13:40:00",0.0938562,1964
"2019-06-04 13:45:00",2.17358,1843
"2019-06-04 13:50:00",5.55892,1217
"2019-06-04 13:55:00",7.33829,1521
"2019-06-04 14:00:00",1.2011,996
"2019-06-04 14:05:00",0.636518,2240
"2019-06-04 14:10:00",0.836422,3207
"2019-06-04 14:15:00",0.018501,583
"2019-06-04 14:20:00",0.0560733,216
"2019-06-04 14:25:00",0.0160647,60
"2019-06-04 14:30:00",1.22333,847
"2019-06-04 14:35:00",1.66441,1276
"2019-06-04 14:40:00",4.15318,1526
"2019-06-04 14:45:00",3.63483,1447
"2019-06-04 14:50:00",1.47974,4003
"2019-06-04 14:55:00",0.679362,5648
"2019-06-04 15:00:00",1.31713,5235
"2019-06-04 15:05:00",0.296555,778
"2019-06-04 15:10:00",1.18041,3866
"2019-06-04 15:15:00",0.806787,2168
"2019-06-04 15:20:00",0.620295,1274
"2019-06-04 15:25:00",1.7278,1220
"2019-06-04 15:30:00",0.574613,2144
"2019-06-04 15:35:00",0.0240934,1252
"2019-06-04 15:40:00",0.0179479,1022
"2019-06-04 15:45:00",0.019297,614
"2019-06-04 15:50:00",0.0271732,716
"2019-06-04 15:55:00",0.0337824,253
"2019-06-04 16:00:00",0.0300753,469
"2019-06-04 16:05:00",0.380597,3939
"2019-06-04 16:10:00",0.20018,3668
"2019-06-04 16:15:00",0.782272,2590
"2019-06-04 16:20:00",0.0176498,994
"2019-06-04 16:25:00",0.720897,1999
"2019-06-04 16:30:00",1.05065,2442
"2019-06-04 16:35:00",2.50119,1911
"2019-06-04 16:40:00",2.39894,1228
"2019-06-04 16:45:00",1.48347,1087
"2019-06-04 16:50:00",3.50882,2831
"2019-06-04 16:55:00",6.32531,1151
"2019-06-04 17:00:00",1.1435,5593
"2019-06-04 17:05:00",1.30587,1929
"2019-06-04 17:10:00",0.369074,1311
"2019-06-04 17:15:00",0.229685,1286
"2019-06-04 17:20:00",0.782761,1247
"2019-06-04 17:25:00",0.533732,547
"2019-06-04 17:30:00",0.0167434,862
"2019-06-04 17:35:00",0.02042,570
"2019-06-04 17:40:00",0.0577112,258
"2019-06-04 17:45:00",0.0124277,266
"2019-06-04 17:50:00",0.0173418,302
"2019-06-04 17:55:00",0.0167216,236
"2019-06-04 18:00:00",0.250063,379
"2019-06-04 18:05:00",0.0195681,318
"2019-06-04 18:10:00",0.0167203,184
"2019-06-04 18:15:00",0.0158067,246
"2019-06-04 18:20:00",0.0163423,265
"2019-06-04 18:25:00",0.0161066,294
"2019-06-04 18:30:00",0.0149203,373
"2019-06-04 18:35:00",0.018535,120
"2019-06-04 18:40:00",0.0126333,270
"2019-06-04 18:45:00",0.0168118,348
"2019-06-04 18:50:00",1.02991,1774
"2019-06-04 18:55:00",0.0148952,667
"2019-06-04 19:00:00",0.0221131,565
"2019-06-04 19:05:00",0.0124606,451
"2019-06-04 19:10:00",0.0823588,98
"2019-06-04 19:15:00",0.0386115,126
"2019-06-04 19:20:00",0.57662,715
"2019-06-04 19:25:00",0.0214403,142
"2019-06-04 19:30:00",0.455292,644
"2019-06-04 19:35:00",0.533797,1247
"2019-06-04 19:40:00",0.015609,338
"2019-06-04 19:45:00",0.0808543,313
"2019-06-04 19:50:00",0.0150033,153
"2019-06-04 19:55:00",0.017541,182
"2019-06-04 20:00:00",0.0180403,348
"2019-06-04 20:05:00",0.0148852,231
"2019-06-04 20:10:00",0.0199175,714
"2019-06-04 20:15:00",0.0204963,161
"2019-06-04 20:20:00",0.0150624,286
"2019-06-04 20:25:00",0.422739,350
"2019-06-04 20:30:00",0.0190152,223
"2019-06-04 20:35:00",0.0174018,265
"2019-06-04 20:40:00",0.223454,133
"2019-06-04 20:45:00",1.08059,1683
"2019-06-04 20:50:00",0.508759,1290
"2019-06-04 20:55:00",1.19113,1811
"2019-06-04 21:00:00",0.86622,857
"2019-06-04 21:05:00",0.292717,3424
"2019-06-04 21:10:00",0.682037,2152
"2019-06-04 21:15:00",0.721885,963
"2019-06-04 21:20:00",0.0150381,936
"2019-06-04 21:25:00",0.0264169,495
"2019-06-04 21:30:00",0.342564,11030
"2019-06-04 21:35:00",0.385558,1042
"2019-06-04 21:40:00",0.845573,1259
"2019-06-04 21:45:00",0.808782,1403
"2019-06-04 21:50:00",0.0164968,180
"2019-06-04 21:55:00",0.016084,114
"2019-06-04 22:00:00",0.0163923,159
"2019-06-04 22:05:00",0.0177068,289
"2019-06-04 22:10:00",0.016378,36
"2019-06-04 22:15:00",0.0153354,179
"2019-06-04 22:20:00",0.0172787,79
"2019-06-04 22:25:00",0.0166788,220
"2019-06-04 22:30:00",0.0148499,221
"2019-06-04 22:35:00",0.0144029,199
"2019-06-04 22:40:00",0.0141086,230
"2019-06-04 22:45:00",0.0142345,848
"2019-06-04 22:50:00",0.0165677,1522
"2019-06-04 22:55:00",0.0151009,119
"2019-06-04 23:00:00",0.0165816,148
"2019-06-04 23:05:00",0.0148533,221
"2019-06-04 23:10:00",0.0140698,92
"2019-06-04 23:15:00",0.0159718,111
"2019-06-04 23:20:00",0.538966,671
"2019-06-04 23:25:00",0.9122,2156
"2019-06-04 23:30:00",0.481473,1334
"2019-06-04 23:35:00",1.32757,655
"2019-06-04 23:40:00",1.58214,858
"2019-06-04 23:45:00",0.606844,2348
"2019-06-04 23:50:00",0.063273,2724
"2019-06-04 23:55:00",0.043722,2700
"2019-06-05 00:00:00",0.0944203,3275
"2019-06-05 00:05:00",0.0264072,1349
"2019-06-05 00:10:00",0.0426304,1329
"2019-06-05 00:15:00",0.104442,1296
"2019-06-05 00:20:00",0.342887,2511
"2019-06-05 00:25:00",0.0244203,2997
"2019-06-05 00:30:00",0.0258313,2997
"2019-06-05 00:35:00",0.362565,2998
"2019-06-05 00:40:00",0.0165073,2998
"2019-06-05 00:45:00",0.106564,2999
"2019-06-05 00:50:00",0.620976,4018
"2019-06-05 00:55:00",0.484917,4960
"2019-06-05 01:00:00",0.289181,4979
"2019-06-05 01:05:00",0.218795,4978
"2019-06-05 01:10:00",0.191094,4989
"2019-06-05 01:15:00",0.0497798,5440
"2019-06-05 01:20:00",0.0213494,5223
"2019-06-05 01:25:00",0.0202225,4997
"2019-06-05 01:30:00",0.0188193,4994
"2019-06-05 01:35:00",0.19228,1952
"2019-06-05 01:40:00",0.0172154,50
"2019-06-05 01:45:00",0.0180717,125
"2019-06-05 01:50:00",0.0175834,69
"2019-06-05 01:55:00",0.0170766,124
"2019-06-05 02:00:00",0.0188753,309
"2019-06-05 02:05:00",0.0205473,94
"2019-06-05 02:10:00",0.0210036,90
"2019-06-05 02:15:00",0.0196273,499
"2019-06-05 02:20:00",0.0160265,99
"2019-06-05 02:25:00",0.020593,554
"2019-06-05 02:30:00",0.0200256,349
"2019-06-05 02:35:00",0.0175162,347
"2019-06-05 02:40:00",0.016362,390
"2019-06-05 02:45:00",0.0180228,852
"2019-06-05 02:50:00",0.0153824,714
"2019-06-05 02:55:00",0.0160736,841
"2019-06-05 03:00:00",0.0158066,804
"2019-06-05 03:05:00",0.0168456,748
"2019-06-05 03:10:00",0.016165,882
"2019-06-05 03:15:00",0.0164332,745
"2019-06-05 03:20:00",0.0160249,816
"2019-06-05 03:25:00",0.0162833,847
"2019-06-05 03:30:00",0.0160453,1317
"2019-06-05 03:35:00",0.0166697,718
"2019-06-05 03:40:00",0.0159454,906
"2019-06-05 03:45:00",0.0163451,661
"2019-06-05 03:50:00",0.0158513,945
"2019-06-05 03:55:00",0.0159085,900
"2019-06-05 04:00:00",0.0159587,699
"2019-06-05 04:05:00",0.0166286,810
"2019-06-05 04:10:00",0.0159863,739
"2019-06-05 04:15:00",0.0139047,272
"2019-06-05 04:20:00",0.0164624,22
"2019-06-05 04:25:00",0.0173437,109
"2019-06-05 04:30:00",0.0174793,23
"2019-06-05 04:35:00",0.014438,130
"2019-06-05 04:40:00",0.017333,110
"2019-06-05 04:45:00",0.0152934,142
"2019-06-05 04:50:00",0.0144058,160
"2019-06-05 04:55:00",0.012187,23
"2019-06-05 05:00:00",0.0138146,152
"2019-06-05 05:05:00",0.0106841,22
"2019-06-05 05:10:00",0.0155241,118
"2019-06-05 05:15:00",0.0125026,16
"2019-06-05 05:20:00",0.0142274,129
"2019-06-05 05:25:00",0.0155237,638
"2019-06-05 05:30:00",0.0153132,147
"2019-06-05 05:35:00",0.015349,299
"2019-06-05 05:40:00",0.0156704,152
"2019-06-05 05:45:00",0.0151283,358
"2019-06-05 05:50:00",0.0113532,54
"2019-06-05 05:55:00",0.0137119,124
"2019-06-05 06:00:00",0.0111361,14
"2019-06-05 06:05:00",0.012827,127
"2019-06-05 06:10:00",0.0171,201
"2019-06-05 06:15:00",0.019634,22
"2019-06-05 06:20:00",0.0177341,126
"2019-06-05 06:25:00",0.0150542,163
"2019-06-05 06:30:00",0.0146846,157
"2019-06-05 06:35:00",0.0153769,23
"2019-06-05 06:40:00",0.0164192,115
"2019-06-05 06:45:00",0.0113639,15
"2019-06-05 06:50:00",0.0155692,203
"2019-06-05 06:55:00",0.0154327,221
"2019-06-05 07:00:00",0.0141578,334
"2019-06-05 07:05:00",0.0162171,149
"2019-06-05 07:10:00",0.0141604,653
"2019-06-05 07:15:00",0.0157628,715
"2019-06-05 07:20:00",0.0145892,1060
"2019-06-05 07:25:00",0.0289142,1565
"2019-06-05 07:30:00",0.208291,1682
"2019-06-05 07:35:00",0.0264814,78
"2019-06-05 07:40:00",0.277134,644
"2019-06-05 07:45:00",0.0168657,153
"2019-06-05 07:50:00",0.068612,2472
"2019-06-05 07:55:00",0.0180013,2287
"2019-06-05 08:00:00",0.43321,2263
"2019-06-05 08:05:00",0.0356088,2998
"2019-06-05 08:10:00",0.0897621,3045
"2019-06-05 08:15:00",1.11223,3279
"2019-06-05 08:20:00",3.09335,1169
"2019-06-05 08:25:00",4.14317,1238
"2019-06-05 08:30:00",0.968857,3134
"2019-06-05 08:35:00",0.0155989,3061
"2019-06-05 08:40:00",0.0177619,3407
"2019-06-05 08:45:00",0.0202486,2390
"2019-06-05 08:50:00",0.0207479,2388
"2019-06-05 08:55:00",0.0231586,2356
"2019-06-05 09:00:00",0.0280543,2434
"2019-06-05 09:05:00",0.0214075,2440
"2019-06-05 09:10:00",0.0252759,2268
"2019-06-05 09:15:00",0.0216673,2421
"2019-06-05 09:20:00",0.0254673,2472
"2019-06-05 09:25:00",0.0212504,2442
"2019-06-05 09:30:00",0.0217786,2248
"2019-06-05 09:35:00",0.0232234,2474
"2019-06-05 09:40:00",0.0265911,2456
"2019-06-05 09:45:00",0.0221463,2358
"2019-06-05 09:50:00",0.0220058,2580
"2019-06-05 09:55:00",1.22698,3378
"2019-06-05 10:00:00",0.975935,1509
"2019-06-05 10:05:00",0.821947,1245
"2019-06-05 10:10:00",1.3024,2074
"2019-06-05 10:15:00",0.619386,1098
"2019-06-05 10:20:00",0.0181221,612
"2019-06-05 10:25:00",0.0159835,180
"2019-06-05 10:30:00",0.0166576,275
"2019-06-05 10:35:00",0.0178252,21
"2019-06-05 10:40:00",0.0206169,48
"2019-06-05 10:45:00",0.0212307,185
"2019-06-05 10:50:00",0.0211309,272
"2019-06-05 10:55:00",0.0182105,386
"2019-06-05 11:00:00",0.0197827,196
"2019-06-05 11:05:00",0.0192287,211
"2019-06-05 11:10:00",0.0197517,125
"2019-06-05 11:15:00",0.0200355,212
"2019-06-05 11:20:00",0.0543,215
"2019-06-05 11:25:00",0.013918,414
"2019-06-05 11:30:00",0.0259899,630
"2019-06-05 11:35:00",0.531772,2168
"2019-06-05 11:40:00",0.0192769,2997
"2019-06-05 11:45:00",0.0324384,2996
"2019-06-05 11:50:00",0.0283327,2997
"2019-06-05 11:55:00",0.0282173,2997
"2019-06-05 12:00:00",0.0307298,2996
"2019-06-05 12:05:00",0.0301976,2996
"2019-06-05 12:45:00",3.38256,1230
"2019-06-05 12:50:00",6.32749,767
"2019-06-05 12:55:00",0.292897,1001
"2019-06-05 13:00:00",0.0216144,529
"2019-06-05 13:05:00",0.0170371,495
"2019-06-05 13:10:00",0.0188055,48
"2019-06-05 13:15:00",0.117944,169
"2019-06-05 13:20:00",0.0188371,63
"2019-06-05 13:25:00",0.0135803,56
"2019-06-05 13:30:00",0.0724293,132
"2019-06-05 13:35:00",0.0923047,30
"2019-06-05 13:40:00",0.0698436,37
"2019-06-05 13:45:00",0.0501034,231
"2019-06-05 13:50:00",0.0152783,77
"2019-06-05 13:55:00",0.020079,63
"2019-06-05 14:00:00",1.73337,2383
"2019-06-05 14:05:00",4.25229,940
"2019-06-05 14:10:00",5.8687,1123
"2019-06-05 14:15:00",0.893954,2145
"2019-06-05 14:20:00",0.0643342,3462
"2019-06-05 14:25:00",0.0364165,3537
"2019-06-05 14:30:00",0.123612,3240
"2019-06-05 14:35:00",0.0372214,2989
"2019-06-05 14:40:00",0.035415,2991
"2019-06-05 14:45:00",0.037016,2989
"2019-06-05 14:50:00",0.0390637,2989
"2019-06-05 14:55:00",0.0341281,2991
"2019-06-05 15:00:00",0.036672,2989
"2019-06-05 15:05:00",0.131094,3073
"2019-06-05 15:10:00",0.0588152,2991
"2019-06-05 15:15:00",0.0513756,3041
"2019-06-05 15:20:00",0.0662333,2988
"2019-06-05 15:25:00",0.0215295,2989
"2019-06-05 15:30:00",0.0477075,2985
"2019-06-05 15:35:00",0.0472525,2506
"2019-06-05 15:40:00",0.0279762,421
"2019-06-05 15:45:00",0.14875,2356
"2019-06-05 15:50:00",1.40744,1919
"2019-06-05 15:55:00",5.52031,1230
"2019-06-05 16:00:00",4.56442,1371
"2019-06-05 16:05:00",2.97304,1333
"2019-06-05 16:10:00",0.0159684,1696
"2019-06-05 16:15:00",0.0155245,1947
"2019-06-05 16:20:00",0.0154124,1461
"2019-06-05 16:25:00",0.560556,2596
"2019-06-05 16:30:00",0.0388802,1873
"2019-06-05 16:35:00",0.0576397,1897
"2019-06-05 16:40:00",0.0355811,1698
"2019-06-05 16:45:00",1.36243,1917
"2019-06-05 16:50:00",2.77758,888
"2019-06-05 16:55:00",5.0001,611
"2019-06-05 17:00:00",1.12498,1901
"2019-06-05 17:05:00",0.016511,504
"2019-06-05 17:10:00",0.0178982,471
"2019-06-05 17:15:00",0.0151056,244
"2019-06-05 17:20:00",0.0151184,67
"2019-06-05 17:25:00",0.017898,15
"2019-06-05 17:30:00",0.0150021,234
"2019-06-05 17:35:00",0.0151849,302
"2019-06-05 17:40:00",0.0174092,106
"2019-06-05 17:45:00",0.0168588,276
"2019-06-05 17:50:00",0.0152891,115
"2019-06-05 17:55:00",0.0180096,24
"2019-06-05 18:00:00",0.0170747,239
"2019-06-05 18:05:00",0.0186796,249
"2019-06-05 18:10:00",0.0173884,261
"2019-06-05 18:15:00",0.0185541,206
"2019-06-05 18:20:00",0.0186384,143
"2019-06-05 18:25:00",3.01823,1295
"2019-06-05 18:30:00",3.09527,1471
"2019-06-05 18:35:00",6.57245,942
"2019-06-05 18:40:00",0.0164236,1167
"2019-06-05 18:45:00",0.0193885,779
"2019-06-05 18:50:00",0.0224612,329
"2019-06-05 18:55:00",0.0193009,216
"2019-06-05 19:00:00",0.0429838,264
"2019-06-05 19:05:00",0.0160806,80
"2019-06-05 19:10:00",0.0865795,110
"2019-06-05 19:15:00",0.0170843,531
"2019-06-05 19:20:00",0.0213938,723
"2019-06-05 19:30:00",0.04459,300
"2019-06-05 19:35:00",0.0153218,97
"2019-06-05 19:40:00",0.121332,107
"2019-06-05 19:45:00",0.0174414,234
"2019-06-05 19:50:00",0.471694,490
"2019-06-05 19:55:00",2.64224,2791
"2019-06-05 20:00:00",3.27864,1484
"2019-06-05 20:05:00",1.65645,2660
"2019-06-05 20:10:00",0.614296,2233
"2019-06-05 20:15:00",0.0184475,3526
"2019-06-05 20:20:00",0.0185605,3527
"2019-06-05 20:25:00",0.0161397,3258
"2019-06-05 20:30:00",0.0156815,2989
"2019-06-05 20:35:00",0.0168363,2988
"2019-06-05 20:40:00",0.0165315,2988
"2019-06-05 20:45:00",0.0167012,2988
"2019-06-05 20:50:00",0.0176126,2988
"2019-06-05 20:55:00",0.0167389,2986
"2019-06-05 21:00:00",0.0162931,2987
"2019-06-05 21:05:00",0.0160489,2988
"2019-06-05 21:10:00",0.0164509,2987
"2019-06-05 21:15:00",0.016435,2988
"2019-06-05 21:20:00",0.0174172,2989
"2019-06-05 21:25:00",0.017215,2988
"2019-06-05 21:30:00",0.184043,3736
"2019-06-05 21:35:00",0.0118031,2988
"2019-06-05 21:40:00",0.0147614,2989
"2019-06-05 21:45:00",0.0157524,2989
"2019-06-05 21:50:00",0.445896,5052
"2019-06-05 21:55:00",0.0183276,2990
"2019-06-05 22:00:00",0.0176694,2989
"2019-06-05 22:05:00",0.0172597,2989
"2019-06-05 22:10:00",0.017252,2990
"2019-06-05 22:15:00",0.0200535,2987
"2019-06-05 22:20:00",0.0168824,2987
"2019-06-05 22:25:00",0.0176004,2990
"2019-06-05 22:30:00",0.35907,3559
"2019-06-05 22:35:00",0.0914313,2989
"2019-06-05 22:40:00",0.0220535,3559
"2019-06-05 22:45:00",0.0236924,2990
"2019-06-05 22:50:00",0.0503943,2988
"2019-06-05 22:55:00",0.094373,3058
"2019-06-05 23:00:00",0.0403898,2989
"2019-06-05 23:05:00",0.109503,3137
"2019-06-05 23:10:00",0.0236808,2990
"2019-06-05 23:15:00",0.0338383,2988
"2019-06-05 23:20:00",0.477155,3715
"2019-06-05 23:25:00",2.17504,2888
"2019-06-05 23:30:00",2.11418,1679
"2019-06-05 23:35:00",0.107578,2958
"2019-06-05 23:40:00",0.527888,3280
"2019-06-05 23:45:00",0.0168869,2179
"2019-06-05 23:50:00",0.0167791,2286
"2019-06-05 23:55:00",0.39312,1081
"2019-06-06 00:00:00",0.015286,313
"2019-06-06 00:05:00",0.0180133,66
"2019-06-06 00:10:00",0.0177058,93
"2019-06-06 00:15:00",0.180173,3357
"2019-06-06 00:20:00",0.0542251,1821
"2019-06-06 00:25:00",0.321066,260
"2019-06-06 00:30:00",0.0181581,192
"2019-06-06 00:35:00",0.0167164,130
"2019-06-06 00:40:00",0.0186642,156
"2019-06-06 00:45:00",0.0174341,287
"2019-06-06 00:50:00",0.0294199,216
"2019-06-06 00:55:00",0.0137266,18
"2019-06-06 01:00:00",1.02209,630
"2019-06-06 01:05:00",0.937411,3086
"2019-06-06 01:10:00",0.380289,3375
"2019-06-06 01:15:00",0.324131,2659
"2019-06-06 01:20:00",0.203904,3368
"2019-06-06 01:25:00",1.2411,2639
"2019-06-06 01:30:00",1.97716,1964
